fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
6.50,0.27,0.19,6.60,0.05,98.00,175.00,0.99,3.16,0.34,10.10,6.00
6.60,0.39,0.22,4.00,0.04,17.00,98.00,0.99,3.25,0.53,13.00,7.00
6.00,0.31,0.38,4.80,0.04,41.00,101.00,0.99,3.24,0.56,13.10,6.00
8.40,0.23,0.32,1.30,0.05,59.00,113.00,0.99,3.10,0.55,11.00,6.00
7.30,0.25,0.26,7.20,0.05,52.00,207.00,1.00,3.12,0.37,9.20,5.00
6.00,0.22,0.25,11.10,0.06,112.00,177.00,1.00,3.08,0.36,9.40,6.00
6.20,0.22,0.30,12.40,0.05,108.00,152.00,1.00,3.10,0.47,9.50,6.00
6.10,0.23,0.27,9.80,0.06,74.00,134.00,1.00,3.16,0.40,10.20,6.00
6.50,0.27,0.19,6.60,0.05,98.00,175.00,0.99,3.16,0.34,10.10,6.00
7.30,0.36,0.54,13.30,0.05,63.00,193.00,1.00,3.06,0.49,8.60,4.00
7.60,0.37,0.51,11.70,0.09,58.00,181.00,1.00,2.91,0.51,9.00,5.00
6.70,0.26,0.51,8.00,0.06,50.00,194.00,1.00,3.13,0.50,9.60,5.00
7.40,0.22,0.27,1.60,0.06,45.00,98.00,0.99,3.29,0.44,9.90,7.00
6.10,0.22,0.28,16.55,0.06,54.00,135.00,1.00,3.20,0.38,10.50,5.00
7.10,0.28,0.31,1.50,0.05,20.00,98.00,0.99,3.15,0.50,11.40,5.00
6.50,0.35,0.31,10.20,0.07,58.00,170.00,1.00,3.18,0.49,9.40,5.00
6.80,0.73,0.20,6.60,0.05,25.00,65.00,0.99,3.12,0.28,11.10,4.00
6.00,0.28,0.24,17.80,0.05,42.00,111.00,1.00,3.10,0.45,8.90,6.00
6.00,0.28,0.24,17.80,0.05,42.00,111.00,1.00,3.10,0.45,8.90,6.00
7.10,0.20,0.37,1.50,0.05,28.00,129.00,0.99,3.15,0.52,10.80,5.00
6.80,0.33,0.31,7.40,0.05,34.00,143.00,0.99,3.06,0.55,12.20,6.00
6.00,0.28,0.24,17.80,0.05,42.00,111.00,1.00,3.10,0.45,8.90,6.00
7.20,0.24,0.36,2.00,0.03,21.00,63.00,0.99,3.13,0.63,12.50,6.00
6.80,0.33,0.31,7.40,0.05,34.00,143.00,0.99,3.06,0.55,12.20,6.00
7.20,0.24,0.36,2.00,0.03,21.00,63.00,0.99,3.13,0.63,12.50,6.00
6.00,0.28,0.24,17.80,0.05,42.00,111.00,1.00,3.10,0.45,8.90,6.00
6.20,0.27,0.26,12.10,0.05,43.00,127.00,1.00,3.16,0.37,10.80,6.00
6.40,0.38,0.26,8.20,0.04,28.00,98.00,0.99,2.99,0.31,11.40,6.00
7.10,0.20,0.37,1.50,0.05,28.00,129.00,0.99,3.15,0.52,10.80,5.00
6.00,0.21,0.30,8.70,0.04,47.00,127.00,0.99,3.18,0.39,10.60,5.00
7.00,0.34,0.10,3.50,0.04,17.00,63.00,0.99,3.01,0.39,9.20,5.00
5.90,0.44,0.16,6.40,0.03,21.00,134.00,0.99,3.24,0.46,12.20,6.00
7.00,0.25,0.33,2.10,0.02,17.00,76.00,0.99,3.26,0.45,12.30,6.00
6.70,0.26,0.29,7.70,0.04,40.00,179.00,0.99,3.23,0.56,10.40,6.00
7.00,0.24,0.30,12.30,0.04,72.00,172.00,1.00,2.99,0.57,10.40,6.00
8.50,0.23,0.34,1.30,0.04,54.00,110.00,0.99,3.07,0.55,11.00,7.00
6.00,0.21,0.30,8.70,0.04,47.00,127.00,0.99,3.18,0.39,10.60,5.00
7.00,0.34,0.10,3.50,0.04,17.00,63.00,0.99,3.01,0.39,9.20,5.00
4.80,0.65,0.12,1.10,0.01,4.00,10.00,0.99,3.32,0.36,13.50,4.00
6.10,0.22,0.38,2.80,0.14,12.00,65.00,0.99,2.95,0.64,11.40,6.00
5.80,0.27,0.26,3.50,0.07,26.00,69.00,0.99,3.10,0.38,11.50,6.00
5.00,0.46,0.18,1.90,0.04,33.00,106.00,0.99,3.21,0.83,14.00,7.00
6.50,0.33,0.30,3.80,0.04,34.00,88.00,0.99,3.25,0.63,12.50,7.00
6.50,0.33,0.30,3.80,0.04,34.00,88.00,0.99,3.25,0.63,12.50,7.00
6.70,0.31,0.30,2.40,0.04,30.00,83.00,0.99,3.09,0.36,12.80,7.00
6.20,0.39,0.24,4.80,0.04,45.00,138.00,0.99,3.23,0.43,11.20,7.00
6.20,0.39,0.24,4.80,0.04,45.00,138.00,0.99,3.23,0.43,11.20,7.00
7.10,0.37,0.30,6.20,0.04,49.00,139.00,0.99,3.17,0.27,13.60,6.00
7.20,0.23,0.82,1.30,0.15,70.00,109.00,0.99,2.93,0.42,9.20,6.00
6.50,0.33,0.30,3.80,0.04,34.00,88.00,0.99,3.25,0.63,12.50,7.00
7.20,0.25,0.32,1.50,0.05,24.00,105.00,0.99,3.17,0.48,11.10,6.00
6.20,0.39,0.24,4.80,0.04,45.00,138.00,0.99,3.23,0.43,11.20,7.00
4.70,0.46,0.18,1.90,0.04,33.00,106.00,0.99,3.21,0.83,14.00,7.00
7.10,0.37,0.30,6.20,0.04,49.00,139.00,0.99,3.17,0.27,13.60,6.00
6.20,0.28,0.51,7.90,0.06,49.00,206.00,1.00,3.18,0.52,9.40,5.00
6.40,0.35,0.28,1.60,0.04,31.00,113.00,0.99,3.12,0.40,14.20,7.00
6.60,0.31,0.28,1.40,0.04,28.00,107.00,0.99,3.00,0.40,13.20,6.00
7.40,0.25,0.37,2.60,0.05,24.00,132.00,0.99,3.04,0.53,11.20,6.00
7.30,0.36,0.34,14.80,0.06,46.00,173.00,1.00,3.14,0.57,10.20,5.00
6.70,0.31,0.30,2.40,0.04,30.00,83.00,0.99,3.09,0.36,12.80,7.00
8.60,0.31,0.30,0.90,0.05,16.00,109.00,0.99,2.95,0.39,10.10,5.00
8.60,0.31,0.30,0.90,0.05,16.00,109.00,0.99,2.95,0.39,10.10,5.00
8.60,0.22,0.33,1.20,0.03,38.00,95.00,0.99,2.83,0.31,10.30,5.00
6.90,0.14,0.29,9.90,0.06,30.00,91.00,1.00,3.19,0.33,9.90,6.00
6.50,0.22,0.31,3.90,0.05,17.00,106.00,0.99,3.15,0.31,11.50,5.00
6.60,0.32,0.47,15.60,0.06,27.00,173.00,1.00,3.18,0.56,9.00,5.00
6.60,0.32,0.47,15.60,0.06,27.00,173.00,1.00,3.18,0.56,9.00,5.00
6.10,0.28,0.26,1.50,0.03,25.00,101.00,0.99,3.03,0.41,12.10,6.00
6.20,0.30,0.28,1.60,0.04,28.00,106.00,0.99,3.14,0.41,13.30,6.00
6.90,0.22,0.28,7.80,0.05,43.00,116.00,0.99,3.22,0.60,11.50,8.00
8.70,0.31,0.21,5.60,0.04,28.00,67.00,0.99,2.96,0.52,11.00,4.00
7.30,0.27,0.30,1.30,0.04,26.00,84.00,0.99,3.28,0.53,10.70,6.00
7.00,0.46,0.20,16.70,0.05,50.00,184.00,1.00,3.08,0.56,9.40,5.00
5.70,0.23,0.25,7.95,0.04,16.00,108.00,0.99,3.44,0.61,10.30,6.00
6.50,0.36,0.36,6.70,0.19,51.50,151.00,1.00,3.17,0.42,9.30,5.00
8.20,0.18,0.38,1.10,0.04,41.00,92.00,0.99,2.88,0.60,12.00,6.00
6.20,0.27,0.32,6.30,0.05,47.00,159.00,0.99,3.21,0.60,11.00,6.00
6.90,0.40,0.37,8.90,0.05,36.00,148.00,1.00,3.16,0.50,9.30,5.00
4.90,0.35,0.34,1.00,0.07,32.00,143.00,0.99,3.24,0.40,10.10,5.00
7.20,0.23,0.39,1.50,0.05,26.00,106.00,0.99,3.18,0.47,11.10,6.00
6.40,0.20,0.15,6.60,0.05,26.00,113.00,0.99,2.99,0.58,9.90,6.00
6.10,0.27,0.32,6.20,0.05,47.00,161.00,0.99,3.22,0.60,11.00,6.00
6.20,0.27,0.32,6.30,0.05,47.00,159.00,0.99,3.21,0.60,11.00,6.00
6.00,0.30,0.33,2.10,0.04,31.00,127.00,0.99,3.32,0.42,12.50,6.00
6.10,0.30,0.32,2.20,0.04,41.00,142.00,0.99,3.31,0.44,12.70,7.00
5.70,0.14,0.30,5.40,0.05,26.00,105.00,0.99,3.32,0.45,9.30,5.00
6.90,0.40,0.37,8.90,0.05,36.00,148.00,1.00,3.16,0.50,9.30,5.00
4.90,0.35,0.34,1.00,0.07,32.00,143.00,0.99,3.24,0.40,10.10,5.00
6.30,0.33,0.20,17.90,0.07,36.00,161.00,1.00,3.14,0.51,8.80,5.00
7.00,0.16,0.30,2.60,0.04,34.00,90.00,0.99,2.88,0.47,11.20,6.00
8.40,0.22,0.30,1.30,0.04,45.00,122.00,0.99,3.13,0.54,10.80,7.00
6.30,0.33,0.20,17.90,0.07,36.00,161.00,1.00,3.14,0.51,8.80,5.00
7.00,0.16,0.30,2.60,0.04,34.00,90.00,0.99,2.88,0.47,11.20,6.00
5.40,0.24,0.18,2.30,0.05,22.00,145.00,0.99,3.24,0.46,10.30,5.00
7.70,0.31,0.36,4.30,0.03,15.00,87.00,0.99,3.11,0.48,12.00,5.00
5.60,0.19,0.19,7.10,0.05,36.00,110.00,0.99,3.26,0.41,9.50,6.00
5.60,0.19,0.19,7.10,0.05,36.00,110.00,0.99,3.26,0.41,9.50,6.00
6.60,0.43,0.24,11.90,0.04,54.00,159.00,1.00,3.14,0.54,9.80,6.00
7.60,0.39,0.46,11.70,0.08,55.00,170.00,1.00,2.91,0.51,9.00,5.00
7.20,0.58,0.27,5.80,0.03,40.00,118.00,0.99,3.17,0.53,13.00,7.00
6.00,0.34,0.32,3.80,0.04,13.00,116.00,0.99,3.39,0.44,11.80,7.00
7.50,0.35,0.48,12.40,0.06,61.00,176.50,1.00,2.97,0.52,8.80,5.00
7.30,0.38,0.23,6.50,0.05,18.00,102.00,0.99,3.10,0.55,11.20,4.00
5.40,0.19,0.19,7.10,0.05,36.00,110.00,0.99,3.26,0.41,9.50,6.00
6.30,0.27,0.51,7.60,0.05,35.00,200.00,1.00,3.16,0.54,9.40,4.00
6.50,0.29,0.52,7.90,0.05,35.00,192.00,1.00,3.16,0.51,9.50,6.00
6.40,0.17,0.30,2.80,0.03,33.00,125.00,0.99,3.03,0.49,10.40,6.00
6.70,0.18,0.31,10.60,0.04,42.00,143.00,1.00,3.08,0.49,9.80,7.00
6.40,0.17,0.30,2.80,0.03,33.00,125.00,0.99,3.03,0.49,10.40,6.00
6.80,0.37,0.67,1.50,0.18,16.00,98.00,0.99,3.06,0.56,10.30,6.00
6.30,0.27,0.51,7.60,0.05,35.00,200.00,1.00,3.16,0.54,9.40,4.00
6.50,0.29,0.52,7.90,0.05,35.00,192.00,1.00,3.16,0.51,9.50,6.00
6.10,0.24,0.26,1.70,0.03,61.00,134.00,0.99,3.19,0.81,11.90,7.00
7.00,0.32,0.29,7.60,0.03,35.00,124.00,0.99,3.15,0.65,12.80,7.00
6.90,0.27,0.25,7.50,0.03,18.00,117.00,0.99,3.09,0.38,13.00,6.00
6.50,0.29,0.53,1.70,0.04,41.00,192.00,0.99,3.26,0.59,10.40,7.00
6.50,0.29,0.52,1.70,0.03,41.00,193.00,0.99,3.25,0.59,10.40,6.00
6.10,0.22,0.25,12.10,0.04,54.00,135.00,0.99,3.21,0.40,10.70,5.00
6.30,0.22,0.27,4.50,0.04,81.00,157.00,0.99,3.05,0.76,10.70,7.00
6.10,0.24,0.26,1.70,0.03,61.00,134.00,0.99,3.19,0.81,11.90,7.00
5.60,0.23,0.25,8.00,0.04,31.00,101.00,0.99,3.19,0.42,10.40,6.00
7.00,0.32,0.29,7.60,0.03,35.00,124.00,0.99,3.15,0.65,12.80,7.00
6.80,0.11,0.27,8.60,0.04,45.00,104.00,0.99,3.20,0.37,9.90,6.00
6.80,0.11,0.27,8.60,0.04,45.00,104.00,0.99,3.20,0.37,9.90,6.00
7.30,0.23,0.41,14.60,0.05,73.00,223.00,1.00,3.16,0.71,9.40,6.00
6.10,0.20,0.17,1.60,0.05,46.00,129.00,0.99,3.30,0.43,11.40,6.00
6.80,0.11,0.27,8.60,0.04,45.00,104.00,0.99,3.20,0.37,9.90,6.00
7.30,0.23,0.41,14.60,0.05,73.00,223.00,1.00,3.16,0.71,9.40,6.00
6.90,0.20,0.41,1.10,0.06,36.00,104.00,0.99,2.99,0.39,9.20,5.00
6.70,0.19,0.32,3.70,0.04,26.00,76.00,0.99,2.90,0.57,10.50,7.00
6.70,0.28,0.34,8.90,0.05,32.00,111.00,0.99,3.25,0.54,11.00,7.00
6.70,0.28,0.34,8.90,0.05,32.00,111.00,0.99,3.25,0.54,11.00,7.00
8.00,0.37,0.31,4.70,0.04,3.00,127.00,0.99,2.90,0.72,12.10,5.00
6.70,0.28,0.34,8.90,0.05,32.00,111.00,0.99,3.25,0.54,11.00,7.00
6.00,0.26,0.29,3.10,0.04,37.00,144.00,0.99,3.22,0.39,12.80,7.00
6.40,0.24,0.49,5.80,0.05,25.00,120.00,0.99,3.01,0.98,10.50,6.00
6.40,0.24,0.49,5.80,0.05,25.00,120.00,0.99,3.01,0.98,10.50,6.00
6.40,0.24,0.49,5.80,0.05,25.00,120.00,0.99,3.01,0.98,10.50,6.00
6.40,0.25,0.57,1.00,0.06,21.00,122.00,0.99,3.00,0.40,9.50,5.00
6.10,0.25,0.48,15.80,0.05,25.00,94.00,1.00,3.07,0.45,9.20,6.00
6.80,0.14,0.35,1.50,0.05,40.00,117.00,0.99,3.07,0.72,11.10,6.00
6.50,0.38,0.26,5.20,0.04,33.00,112.00,0.99,3.06,0.50,12.30,7.00
6.80,0.14,0.35,1.50,0.05,40.00,117.00,0.99,3.07,0.72,11.10,6.00
5.40,0.15,0.32,2.50,0.04,10.00,51.00,0.99,3.04,0.58,12.60,6.00
6.40,0.25,0.57,1.00,0.06,21.00,122.00,0.99,3.00,0.40,9.50,5.00
6.10,0.25,0.48,15.80,0.05,25.00,94.00,1.00,3.07,0.45,9.20,6.00
6.80,0.22,0.32,5.90,0.05,40.00,152.00,0.99,3.20,0.57,10.80,6.00
7.20,0.21,0.29,3.10,0.04,39.00,122.00,0.99,3.00,0.60,11.30,6.00
6.00,0.26,0.29,3.10,0.04,37.00,144.00,0.99,3.22,0.39,12.80,7.00
6.40,0.24,0.49,5.80,0.05,25.00,120.00,0.99,3.01,0.98,10.50,6.00
6.50,0.46,0.24,11.50,0.05,56.00,171.00,1.00,3.08,0.56,9.80,6.00
6.50,0.18,0.48,18.00,0.05,56.00,183.00,1.00,2.98,0.61,8.50,6.00
6.20,0.32,0.12,4.80,0.05,6.00,97.00,0.99,3.16,0.50,9.30,5.00
7.20,0.40,0.24,8.50,0.06,45.00,151.00,1.00,3.20,0.52,9.20,5.00
5.90,0.23,0.24,1.60,0.04,32.00,115.00,0.99,3.21,0.51,11.40,6.00
6.40,0.18,0.48,18.00,0.05,56.00,183.00,1.00,2.98,0.61,8.50,6.00
6.20,0.32,0.12,4.80,0.05,6.00,97.00,0.99,3.16,0.50,9.30,5.00
6.40,0.37,0.12,5.90,0.06,6.00,91.00,1.00,3.06,0.46,8.40,4.00
7.00,0.23,0.42,1.10,0.06,35.00,100.00,0.99,3.04,0.40,9.20,5.00
7.20,0.40,0.24,8.50,0.06,45.00,151.00,1.00,3.20,0.52,9.20,5.00
7.60,0.19,0.37,13.10,0.03,52.00,151.00,1.00,3.18,0.79,10.40,6.00
6.00,0.28,0.27,4.10,0.05,50.00,147.00,0.99,3.27,0.56,11.60,6.00
6.20,0.32,0.45,2.90,0.03,37.00,94.00,0.99,3.25,0.60,12.40,6.00
7.60,0.19,0.37,13.10,0.03,52.00,151.00,1.00,3.18,0.79,10.40,6.00
6.40,0.26,0.26,1.10,0.05,22.00,176.00,0.99,3.09,0.54,9.30,5.00
5.90,0.25,0.27,1.50,0.03,37.00,81.00,0.99,3.20,0.46,12.20,6.00
6.10,0.28,0.30,7.75,0.03,33.00,139.00,0.99,3.22,0.46,11.00,6.00
6.90,0.19,0.38,1.15,0.02,30.00,105.00,0.99,3.11,0.38,11.40,5.00
6.40,0.29,0.57,1.00,0.06,15.00,120.00,0.99,3.06,0.41,9.50,5.00
6.80,0.27,0.22,17.80,0.03,16.00,116.00,1.00,3.07,0.53,9.20,5.00
7.50,0.26,0.38,5.70,0.02,23.00,125.00,0.99,3.13,0.62,11.10,6.00
6.80,0.27,0.22,17.80,0.03,16.00,116.00,1.00,3.07,0.53,9.20,5.00
6.40,0.20,0.22,7.40,0.03,53.00,172.00,0.99,3.24,0.58,11.00,6.00
7.30,0.33,0.22,1.40,0.04,40.00,177.00,0.99,3.14,0.48,9.90,5.00
7.30,0.34,0.22,1.40,0.04,43.00,176.00,0.99,3.14,0.46,9.90,5.00
6.40,0.29,0.57,1.00,0.06,15.00,120.00,0.99,3.06,0.41,9.50,5.00
6.10,1.10,0.16,4.40,0.03,8.00,109.00,0.99,3.35,0.47,12.40,4.00
6.30,0.24,0.29,1.60,0.05,48.00,185.00,0.99,3.21,0.50,9.40,5.00
6.20,0.24,0.22,7.90,0.05,45.00,149.00,1.00,3.23,0.52,9.30,5.00
7.40,0.16,0.27,15.50,0.05,25.00,135.00,1.00,2.90,0.43,8.70,7.00
7.40,0.16,0.27,15.50,0.05,25.00,135.00,1.00,2.90,0.43,8.70,7.00
7.40,0.16,0.27,15.50,0.05,25.00,135.00,1.00,2.90,0.43,8.70,7.00
7.40,0.16,0.27,15.50,0.05,25.00,135.00,1.00,2.90,0.43,8.70,7.00
7.20,0.17,0.28,17.55,0.05,33.00,154.00,1.00,2.94,0.43,9.00,7.00
6.90,0.19,0.35,13.50,0.04,49.00,118.00,1.00,3.00,0.63,10.70,6.00
6.90,0.19,0.35,13.50,0.04,49.00,118.00,1.00,3.00,0.63,10.70,6.00
6.80,0.16,0.36,1.30,0.03,32.00,98.00,0.99,3.02,0.58,11.30,6.00
7.40,0.16,0.27,15.50,0.05,25.00,135.00,1.00,2.90,0.43,8.70,7.00
6.80,0.30,0.27,11.60,0.03,22.00,97.00,0.99,2.96,0.38,11.70,6.00
6.20,0.24,0.22,7.90,0.05,45.00,149.00,1.00,3.23,0.52,9.30,5.00
7.40,0.16,0.27,15.50,0.05,25.00,135.00,1.00,2.90,0.43,8.70,7.00
7.20,0.17,0.28,17.55,0.05,33.00,154.00,1.00,2.94,0.43,9.00,7.00
6.80,0.30,0.27,11.60,0.03,22.00,97.00,0.99,2.96,0.38,11.70,6.00
6.50,0.43,0.18,13.15,0.03,25.00,131.00,1.00,3.23,0.51,10.70,5.00
6.60,0.17,0.36,1.90,0.04,38.00,110.00,0.99,3.05,0.54,11.40,6.00
6.90,0.19,0.35,13.50,0.04,49.00,118.00,1.00,3.00,0.63,10.70,6.00
6.80,0.16,0.36,1.30,0.03,32.00,98.00,0.99,3.02,0.58,11.30,6.00
6.40,0.41,0.01,6.10,0.05,20.00,70.00,0.99,3.19,0.42,10.00,5.00
6.40,0.41,0.01,6.10,0.05,20.00,70.00,0.99,3.19,0.42,10.00,5.00
7.40,0.36,0.32,1.90,0.04,27.00,119.00,0.99,3.15,0.49,11.20,6.00
6.10,0.17,0.21,1.90,0.09,44.00,130.00,0.99,3.07,0.41,9.70,5.00
5.50,0.28,0.21,1.60,0.03,23.00,85.00,0.99,3.42,0.42,12.50,5.00
6.60,0.50,0.26,11.30,0.03,32.00,110.00,0.99,3.27,0.78,12.90,8.00
7.10,0.44,0.27,8.40,0.06,60.00,160.00,0.99,3.16,0.36,11.80,6.00
6.90,0.38,0.28,8.30,0.06,22.00,166.00,1.00,3.16,0.72,10.60,5.00
7.10,0.44,0.27,8.40,0.06,60.00,160.00,0.99,3.16,0.36,11.80,6.00
6.20,0.24,0.28,12.20,0.05,54.00,133.00,1.00,3.19,0.37,10.70,6.00
6.10,0.28,0.27,8.00,0.05,41.00,162.00,0.99,3.21,0.51,9.90,5.00
7.60,0.26,0.32,1.30,0.05,23.00,76.00,0.99,2.96,0.46,12.00,6.00
7.50,0.16,0.38,12.70,0.04,70.50,163.00,1.00,3.15,0.82,10.40,7.00
6.50,0.36,0.16,1.30,0.05,11.00,107.00,0.99,3.19,0.39,8.50,5.00
6.60,0.35,0.19,10.50,0.06,15.00,82.00,1.00,3.13,0.38,9.90,4.00
5.70,0.25,0.26,12.50,0.05,52.50,120.00,1.00,3.08,0.45,9.40,6.00
7.40,0.37,0.26,9.60,0.05,33.00,134.00,1.00,3.13,0.46,10.40,5.00
5.70,0.25,0.21,1.50,0.04,21.00,108.00,0.99,3.30,0.59,11.00,6.00
5.80,0.23,0.21,1.50,0.04,21.00,110.00,0.99,3.30,0.57,11.00,6.00
5.40,0.27,0.28,7.80,0.05,27.00,91.00,0.99,3.19,0.38,10.40,6.00
5.70,0.25,0.27,10.80,0.05,58.00,116.00,1.00,3.10,0.50,9.80,6.00
5.70,0.25,0.26,12.50,0.05,52.50,106.00,1.00,3.08,0.45,9.40,6.00
5.90,0.23,0.28,8.60,0.05,37.00,142.00,0.99,3.23,0.53,10.60,6.00
6.20,0.30,0.32,1.20,0.05,32.00,185.00,0.99,3.28,0.44,10.10,5.00
6.50,0.33,0.24,14.50,0.05,20.00,96.00,0.99,3.06,0.30,11.50,8.00
7.40,0.26,0.29,3.70,0.05,14.00,73.00,0.99,3.06,0.45,11.40,6.00
7.00,0.20,0.40,1.10,0.06,30.00,93.00,0.99,3.03,0.38,9.20,6.00
6.50,0.21,0.42,1.10,0.06,33.00,101.00,0.99,3.12,0.38,9.70,6.00
7.30,0.25,0.27,3.80,0.05,16.00,79.00,0.99,3.07,0.46,11.30,6.00
6.80,0.27,0.24,4.60,0.10,36.00,127.00,0.99,3.15,0.49,9.60,6.00
6.70,0.24,0.30,10.20,0.07,44.00,179.00,1.00,2.86,0.46,8.90,6.00
6.40,0.14,0.28,7.90,0.06,21.00,82.00,0.99,3.26,0.36,10.00,6.00
6.40,0.50,0.20,2.40,0.06,19.00,112.00,0.99,3.18,0.40,9.20,6.00
6.60,0.41,0.27,10.70,0.11,20.00,103.00,1.00,3.08,0.41,9.00,6.00
6.40,0.25,0.28,4.90,0.03,29.00,98.00,0.99,3.09,0.58,12.80,7.00
6.60,0.41,0.27,10.70,0.11,20.00,103.00,1.00,3.08,0.41,9.00,6.00
8.00,0.25,0.35,1.10,0.05,13.00,136.00,0.99,3.08,0.55,9.50,5.00
6.40,0.14,0.28,7.90,0.06,21.00,82.00,0.99,3.26,0.36,10.00,6.00
6.60,0.21,0.34,5.60,0.05,30.00,140.00,0.99,3.22,0.38,11.00,5.00
6.40,0.50,0.20,2.40,0.06,19.00,112.00,0.99,3.18,0.40,9.20,6.00
6.30,0.29,0.23,14.20,0.04,24.00,99.00,1.00,3.08,0.38,10.60,6.00
6.90,0.37,0.23,9.50,0.06,54.00,166.00,1.00,3.23,0.42,10.00,5.00
6.90,0.37,0.23,9.50,0.06,54.00,166.00,1.00,3.23,0.42,10.00,5.00
5.70,0.31,0.28,4.10,0.03,22.00,86.00,0.99,3.31,0.38,11.70,7.00
6.90,0.45,0.27,4.70,0.04,17.00,80.00,0.99,3.12,0.36,12.50,7.00
6.90,0.30,0.45,1.40,0.04,36.00,122.00,0.99,3.07,0.47,11.10,7.00
5.30,0.23,0.56,0.90,0.04,46.00,141.00,0.99,3.16,0.62,9.70,5.00
6.80,0.30,0.26,20.30,0.04,45.00,150.00,1.00,3.04,0.38,12.30,6.00
6.70,0.28,0.42,3.50,0.04,43.00,105.00,0.99,3.18,0.38,12.20,6.00
5.00,0.26,0.22,2.70,0.04,46.00,153.00,0.99,3.75,0.76,11.30,6.00
7.60,0.40,0.27,1.20,0.05,23.00,193.00,0.99,3.22,0.38,11.60,5.00
5.50,0.21,0.25,1.20,0.04,18.00,75.00,0.99,3.31,0.56,11.30,6.00
6.00,0.20,0.25,2.00,0.04,30.00,95.00,0.99,3.27,0.56,11.10,6.00
6.10,0.17,0.29,1.10,0.04,32.00,92.00,0.99,3.26,0.57,11.20,6.00
7.50,0.21,0.29,1.50,0.05,35.00,107.00,0.99,3.15,0.45,11.30,6.00
7.30,0.26,0.32,1.20,0.04,29.00,94.00,0.99,3.07,0.45,12.00,6.00
6.20,0.35,0.20,18.10,0.07,33.00,158.00,1.00,3.15,0.50,8.80,6.00
6.20,0.35,0.20,18.10,0.07,33.00,158.00,1.00,3.15,0.50,8.80,6.00
6.50,0.43,0.31,3.60,0.05,19.00,143.00,0.99,3.15,0.34,12.00,8.00
6.50,0.40,0.31,3.50,0.05,22.00,147.00,0.99,3.15,0.31,12.00,7.00
7.40,0.28,0.50,12.10,0.05,48.00,122.00,1.00,3.01,0.44,9.00,5.00
6.30,0.23,0.22,17.45,0.05,42.00,151.00,1.00,3.12,0.60,9.30,6.00
6.20,0.34,0.25,12.10,0.06,33.00,171.00,1.00,3.14,0.56,8.70,6.00
6.60,0.44,0.32,3.00,0.10,13.00,75.00,0.99,3.10,0.63,12.80,6.00
6.00,0.13,0.36,1.60,0.05,23.00,72.00,0.99,3.10,0.50,11.50,7.00
6.30,0.17,0.23,5.70,0.05,44.00,147.00,0.99,3.08,0.54,10.00,5.00
6.30,0.18,0.22,5.60,0.05,45.00,147.00,0.99,3.09,0.54,10.00,5.00
6.70,0.31,0.34,6.80,0.06,51.00,215.00,1.00,3.33,0.56,10.30,5.00
6.60,0.33,0.32,15.60,0.05,62.00,227.00,1.00,3.25,0.56,10.40,5.00
6.30,0.34,0.31,6.00,0.02,18.00,68.00,0.99,3.22,0.29,13.40,7.00
6.80,0.29,0.32,1.80,0.03,18.00,130.00,0.99,3.05,0.62,11.20,6.00
7.40,0.31,0.26,8.60,0.05,47.00,206.00,1.00,3.26,0.36,9.10,5.00
7.40,0.31,0.26,8.60,0.05,47.00,206.00,1.00,3.26,0.36,9.10,5.00
5.70,0.25,0.27,11.50,0.04,24.00,120.00,0.99,3.33,0.31,10.80,6.00
6.80,0.27,0.28,7.80,0.04,26.00,89.00,0.99,3.24,0.34,12.50,6.00
5.90,0.26,0.24,2.40,0.05,27.00,132.00,0.99,3.63,0.73,11.30,5.00
5.90,0.65,0.23,5.00,0.04,20.00,128.00,0.99,3.46,0.48,12.80,6.00
7.40,0.31,0.26,8.60,0.05,47.00,206.00,1.00,3.26,0.36,9.10,5.00
6.60,0.23,0.32,1.50,0.04,8.00,72.00,0.99,3.22,0.39,12.70,6.00
6.80,0.18,0.35,5.40,0.05,53.00,143.00,0.99,3.10,0.54,11.00,7.00
6.80,0.28,0.29,11.90,0.05,51.00,149.00,1.00,3.02,0.58,10.40,6.00
6.80,0.28,0.29,11.90,0.05,51.00,149.00,1.00,3.02,0.58,10.40,6.00
5.90,0.27,0.27,9.00,0.05,43.00,136.00,0.99,3.25,0.53,10.70,6.00
6.10,0.25,0.28,10.00,0.06,56.00,131.00,0.99,3.22,0.35,10.90,6.00
6.80,0.28,0.29,11.90,0.05,51.00,149.00,1.00,3.02,0.58,10.40,6.00
6.80,0.26,0.29,11.90,0.05,54.00,160.00,1.00,3.03,0.58,10.40,6.00
7.10,0.13,0.29,15.50,0.06,56.00,115.50,1.00,3.16,0.41,9.70,7.00
6.80,0.18,0.35,5.40,0.05,53.00,143.00,0.99,3.10,0.54,11.00,7.00
6.20,0.20,0.25,15.00,0.06,8.00,120.00,1.00,3.19,0.53,9.60,6.00
5.80,0.24,0.28,1.40,0.04,40.00,76.00,0.99,3.10,0.29,13.90,7.00
7.60,0.48,0.31,9.40,0.05,6.00,194.00,1.00,3.07,0.61,9.40,5.00
7.40,0.26,0.32,3.70,0.03,29.00,193.00,0.99,3.10,0.67,12.50,6.00
6.20,0.20,0.25,15.00,0.06,8.00,120.00,1.00,3.19,0.53,9.60,6.00
